clean_text,conversation_id,id,,,meta.tag,reply_to,speaker,text,timestamp,vectors
Maybe youre not in Dallas. ,3797-0,3797-6,,,"[[""Maybe you're not in Dallas. /"", 'qy^d']]",3797-5,1436,Maybe you're not in Dallas. /,,[]
 So  you have a son? ,3911-0,3911-1,,,"[['{D So } you have a son? /', 'qy^d']]",3911-0,1481,{D So } you have a son? /,,[]
 they can test me all I want. I wonder  what     if you take medicine if that would effect it. ,4605-0,4605-73,,,"[['-- they can test me all I want.  /', '+'], ['I wonder [ what + ] ((   ))  if you take medicine if that would effect it. /', 'qy^d']]",4605-72,1557,-- they can test me all I want.  /I wonder [ what + ] ((   ))  if you take medicine if that would effect it. /,,[]
 And so  youve done this? ,4917-0,4917-38,,,"[[""{C And so } you've done this? /"", 'qy^d']]",4917-37,1687,{C And so } you've done this? /,,[]
"  Yeah.  You   you  dont get involved in,   uh,  car decisions?  ",4917-0,4917-47,,,"[['# <Laughter> Yeah.  /', 'b'], [""[ You + # you ]  don't get involved in, # {F uh, } car decisions? # /"", 'qy^d']]",4917-46,1423,"# <Laughter> Yeah.  /[ You + # you ]  don't get involved in, # {F uh, } car decisions? # /",,[]
" And,   uh,  I dont know if you get that kind of greeting or not. ",2019-0,2019-38,,,"[[""{C And, } {F uh, } I don't know if you get that kind of greeting or not. /"", 'qy^d']]",2019-37,1142,"{C And, } {F uh, } I don't know if you get that kind of greeting or not. /",,[]
" Oh,  you do want a lot of that stuff? ",2071-0,2071-4,,,"[['{F Oh, } you do want a lot of that stuff? /', 'qy^d']]",2071-3,1016,"{F Oh, } you do want a lot of that stuff? /",,[]
For T I. ,2110-0,2110-85,,,"[['For T I. /', 'qy^d']]",2110-84,1174,For T I. /,,[]
Youre kidding. ,2180-0,2180-36,,,"[[""You're kidding. /"", 'qy^d']]",2180-35,1117,You're kidding. /,,[]
" And  its not scratching your floor,",2185-0,2185-24,,,"[[""{C And } it's not scratching your floor,"", 'qy^d']]",2185-23,1142,"{C And } it's not scratching your floor,",,[]
Spots in it. ,2185-0,2185-72,,,"[['Spots in it. /', 'qy^d']]",2185-71,1142,Spots in it. /,,[]
" But  youre glad youre doing it, right? ",2185-0,2185-96,,,"[[""{C But } you're glad you're doing it,  /"", 'qy^d'], ['right? /', '^g']]",2185-95,1142,"{C But } you're glad you're doing it,  /right? /",,[]
You dont have any carpet down in your house? ,2185-0,2185-102,,,"[[""You don't have any carpet down in your house? /"", 'qy^d']]",2185-101,1142,You don't have any carpet down in your house? /,,[]
" But  isnt it part of our income, its not part of our taxes? ",2235-0,2235-48,,,"[[""{C But } isn't it part of our income,  /"", 'qy'], [""it's not part of our taxes? /"", 'qy^d']]",2235-47,1052,"{C But } isn't it part of our income,  /it's not part of our taxes? /",,[]
" Oh,  you are? ",2448-0,2448-2,,,"[['{F Oh, } you are? /', 'qy^d']]",2448-1,1133,"{F Oh, } you are? /",,[]
"   or,    or,    uh,  now what was it they called them? The military version, attack weapons,",2448-0,2448-26,,,"[['-- [ {C or, } + {C or, } ] {F uh, } now what was it they called them?  /', 't1'], ['The military version, attack weapons,', 'qy^d']]",2448-25,1133,"-- [ {C or, } + {C or, } ] {F uh, } now what was it they called them?  /The military version, attack weapons,",,[]
" Oh,  they will? ",2793-0,2793-8,,,"[['{F Oh, } they will? /', 'qy^d']]",2793-7,1209,"{F Oh, } they will? /",,[]
Then theres no age limit? ,2793-0,2793-12,,,"[[""Then there's no age limit? /"", 'qy^d']]",2793-11,1209,Then there's no age limit? /,,[]
Your kidding.  typo  youre,2793-0,2793-14,,,"[[""Your kidding. /   *[[typo -> you're]]"", 'qy^d']]",2793-13,1209,Your kidding. /   *[[typo -> you're]],,[]
"  I  ,  I  will be compensated for this, Im not just going to, Okay. ",2793-0,2793-30,,,"[['[ (( I )) , +  I ]  will be compensated for this,  /', 'qy^d'], [""I'm not just going to, -/"", 'qy^d'], ['Okay. /', 'bk']]",2793-29,1209,"[ (( I )) , +  I ]  will be compensated for this,  /I'm not just going to, -/Okay. /",,[]
" Okay,  currently in our country, especially in some regions, theres an employment problem. Youre aware of that Im sure. ",2793-0,2793-37,,,"[[""{D Okay, } currently in our country, especially in some regions, there's an employment problem.  /"", 'sd'], [""You're aware of that I'm sure. /"", 'qy^d']]",2793-36,1156,"{D Okay, } currently in our country, especially in some regions, there's an employment problem.  /You're aware of that I'm sure. /",,[]
"All right, I wonder  if,  if  they didnt make it mandatory if they would actually get enough people volunteering  to,  to  do it  that it,   you know,  that they  would have enough. ",2793-0,2793-80,,,"[['All right,  /', 'aa'], [""I wonder [ if, + if ] they didn't make it mandatory if they would actually get enough people volunteering [ to, + to ]  do it [ that it, + {D you know, } that they ] would have enough. /"", 'qy^d']]",2793-79,1209,"All right,  /I wonder [ if, + if ] they didn't make it mandatory if they would actually get enough people volunteering [ to, + to ]  do it [ that it, + {D you know, } that they ] would have enough. /",,[]
 So  you are going to have to go there? ,2963-0,2963-10,,,"[['{C So } you are going to have to go there? /', 'qy^d']]",2963-9,1239,{C So } you are going to have to go there? /,,[]
"Uhhuh. I was wondering  if your,  if your  spouse,   or   if,   you know,  if  you had,  uh,  other musical people in your family. ",3071-0,3071-104,,,"[['Uh-huh.  /', 'b'], ['I was wondering [ if your, + if your ]  spouse, - /', 'qy^d'], ['{C or } [ if, + {D you know, } if ] you had, {F uh, } other musical people in your family. /', 'qrr']]",3071-103,1013,"Uh-huh.  /I was wondering [ if your, + if your ]  spouse, - /{C or } [ if, + {D you know, } if ] you had, {F uh, } other musical people in your family. /",,[]
" Uh,  if you have other people in your family who are also musical. ",3071-0,3071-106,,,"[['{F Uh, } if you have other people in your  family who are also musical. /', 'qy^d']]",3071-105,1013,"{F Uh, } if you have other people in your  family who are also musical. /",,[]
"Uhhuh.  Like,   so  youre in the marching band and stuff in high school. ",3087-0,3087-29,,,"[['Uh-huh.  /', 'b'], [""{D Like, } {C so } you're in the marching  band and stuff in high school. /"", 'qy^d']]",3087-28,1120,"Uh-huh.  /{D Like, } {C so } you're in the marching  band and stuff in high school. /",,[]
 But   I mean  it doesnt give you trouble? ,3371-0,3371-25,,,"[[""{C But } {E I mean } it doesn't give you trouble? /"", 'qy^d']]",3371-24,1366,{C But } {E I mean } it doesn't give you trouble? /,,[]
No cracked slab or anything like that? ,3371-0,3371-29,,,"[['No cracked slab or anything like that? /', 'qy^d']]",3371-28,1366,No cracked slab or anything like that? /,,[]
 So  you have a probably a more pitched roof than is typical around here. ,3371-0,3371-43,,,"[['{C So } you have a probably a more pitched roof than is typical around here. /', 'qy^d']]",3371-42,1366,{C So } you have a probably a more pitched roof than is typical around here. /,,[]
Yours is a slab I assume. ,3371-0,3371-77,,,"[['Yours is a slab I assume. /', 'qy^d']]",3371-76,1366,Yours is a slab I assume. /,,[]
" And  youre going to be an  engineer,  computer engineer  type. ",3626-0,3626-54,,,"[[""{C And } you're going to be an [ engineer, + computer engineer ]  type. /"", 'qy^d']]",3626-53,1477,"{C And } you're going to be an [ engineer, + computer engineer ]  type. /",,[]
 So  those evening shows are probably also at a time when youre at liberty to take some time off and be in front of the T V set for awhile  without interruption.  ,4821-0,4821-63,,,"[[""{C So } those evening shows are probably also  at a time when you're at liberty to take some time off and be in front of the T V set for  awhile # without interruption. # /"", 'qy^d']]",4821-62,1423,{C So } those evening shows are probably also  at a time when you're at liberty to take some time off and be in front of the T V set for  awhile # without interruption. # /,,[]
" But   I,  I  just feel  that,  that  capital punishment needs to stay within the system. Not all states have them  but  I,   you know,   was that,  was that the,  Im not sure if that was in,  was that the man  that,  that  claimed he was abused   or,  ",4856-0,4856-22,,,"[['{C But } [ I, + I ] just feel [ that, + that ]  capital punishment needs to stay within the system.  /', 'sv'], ['Not all states have them  /', 'sd'], [""{C but } I, <inhaling>  {D you know, } [ was that, + was that  the, + I'm not sure if that was in, - /"", 'qy^d'], ['was that the man  [ that, + that ] claimed he was abused - /', 'qy'], ['{C or, } -/', '%']]",4856-21,1621,"{C But } [ I, + I ] just feel [ that, + that ]  capital punishment needs to stay within the system.  /Not all states have them  /{C but } I, <inhaling>  {D you know, } [ was that, + was that  the, + I'm not sure if that was in, - /was that the man  [ that, + that ] claimed he was abused - /{C or, } -/",,[]
  And  that he had   ,4856-0,4856-24,,,"[['# {C And } that he had # -- -/', 'qy^d']]",4856-23,1621,# {C And } that he had # -- -/,,[]
 But  you have one at work. ,2122-0,2122-2,,,"[['{C But } you have one at work. /', 'qy^d']]",2122-1,1112,{C But } you have one at work. /,,[]
" Uh,   so,  you have children I take it? ",2482-0,2482-0,,,"[['{F Uh, } {C so, } you have children I take it? /', 'qy^d']]",,1004,"{F Uh, } {C so, } you have children I take it? /",,[]
" And,   uh,   you know how they are at that age, I guess.",2482-0,2482-14,,,"[['{C And, } {F uh, } <laughter> you know how they  are at that age, I guess.', 'qy^d']]",2482-13,1004,"{C And, } {F uh, } <laughter> you know how they  are at that age, I guess.",,[]
Youre working then? ,2482-0,2482-50,,,"[[""You're working then? /"", 'qy^d']]",2482-49,1004,You're working then? /,,[]
"Yeah. Yeah, Im sure it does. sniffing  So,   you only have the,  you only have  the stepdaughter at home? ",2482-0,2482-59,,,"[['Yeah.  /', 'aa'], ['Yeah,  /', 'aa'], [""I'm sure it does.  /"", 'sv'], ['<sniffing>  {C So, } [ you only have the, + you only have ] the stepdaughter at home? /', 'qy^d']]",2482-58,1209,"Yeah.  /Yeah,  /I'm sure it does.  /<sniffing>  {C So, } [ you only have the, + you only have ] the stepdaughter at home? /",,[]
You all dont have any other children around there? ,2482-0,2482-61,,,"[[""You all don't have any other children around there? /"", 'qy^d']]",2482-60,1209,You all don't have any other children around there? /,,[]
"Uhhuh, she likes to do that? ",2482-0,2482-119,,,"[['Uh-huh,  /', 'b'], ['she likes to do that? /', 'qy^d']]",2482-118,1209,"Uh-huh,  /she likes to do that? /",,[]
" So  the Serger is not a sewing machine, itself. Its something that goes with it? ",2570-0,2570-154,,,"[['{C So } the Serger is not a sewing  machine, itself.  /', 'qy^d'], [""It's something that goes with it? /"", 'qy^d']]",2570-153,1156,"{C So } the Serger is not a sewing  machine, itself.  /It's something that goes with it? /",,[]
"Like an attachment  or,  ",2570-0,2570-156,,,"[['Like an attachment  /', 'qy^d'], ['{C or, } -/', '%']]",2570-155,1156,"Like an attachment  /{C or, } -/",,[]
" So  youre taxed on the bonuses too, right. ",2622-0,2622-79,,,"[[""{C So } you're taxed on the bonuses too,  /"", 'qy^d'], ['right. /', '^g']]",2622-78,1028,"{C So } you're taxed on the bonuses too,  /right. /",,[]
"Okay laughter he did really decide to go? Uhhuh, sure Im familiar with it, ",2630-0,2630-0,,,"[['Okay  /', 'o'], ['<laughter> he did really decide to go? /', 'qy^d'], ['Uh-huh,  /', 'aa'], ['sure  /', 'aa'], [""I'm familiar with it, /"", 'sd']]",,1105,"Okay  /<laughter> he did really decide to go? /Uh-huh,  /sure  /I'm familiar with it, /",,[]
" And   he,   well,  he  must know, is he interested in law or medicine, he must have a definite profession in mind.  Oh,  okay, Medium size, arent they? Is he excited? ",2630-0,2630-2,,,"[['{C And } [ he, + {D well, } he ]  must know, is he interested in law or medicine,  /', 'qr'], ['he must have a definite profession in mind. /', 'qy^d'], ['{F Oh, } okay, /', 'bk'], ['Medium size,  /', 'sd'], [""aren't they? /"", '^g'], ['Is he excited? /', 'qy']]",2630-1,1105,"{C And } [ he, + {D well, } he ]  must know, is he interested in law or medicine,  /he must have a definite profession in mind. /{F Oh, } okay, /Medium size,  /aren't they? /Is he excited? /",,[]
"Sounds familiar,  huh?  Your,  its very fresh in your memory. ",2647-0,2647-117,,,"[['Sounds  familiar, {F huh? }  /', 'qy^g'], ['Your, - /', '%'], [""it's very fresh in your memory. /"", 'qy^d']]",2647-116,1074,"Sounds  familiar, {F huh? }  /Your, - /it's very fresh in your memory. /",,[]
"  But,    but,    uh,  smaller schools arent like that,  uh,  ",2926-0,2926-167,,,"[[""[ {C But, } + {C but, } ] {F uh, } smaller schools  aren't like that, {F uh, } /"", 'qy^d']]",2926-166,1257,"[ {C But, } + {C but, } ] {F uh, } smaller schools  aren't like that, {F uh, } /",,[]
" only,  only  the big time schools show that. ",2926-0,2926-169,,,"[['[ only, + only ] the big time schools show that. /', 'qy^d']]",2926-168,1257,"[ only, + only ] the big time schools show that. /",,[]
" And   you dont, you dont  have the length of the playing time that we do. ",3050-0,3050-43,,,"[[""{C And } [ you don't, +"", 'qy^d'], [""you don't ] have the length of the playing  time that we do. /"", '+']]",3050-42,1028,"{C And } [ you don't, +you don't ] have the length of the playing  time that we do. /",,[]
"  Eng,  Eng,   England  is not? ",3065-0,3065-86,,,"[['[ [ Eng-, + Eng-, ] + England ] is not? /', 'qy^d']]",3065-85,1284,"[ [ Eng-, + Eng-, ] + England ] is not? /",,[]
"Yeah.  Well,  what changes do you think are most significant over the past few years? Any individual thing  ",3908-0,3908-14,,,"[['Yeah.  /', 'b'], ['{D Well, } what changes do you think are most significant over the past few years?  /', 'qw'], ['Any individual thing -- /', 'qy^d']]",3908-13,1390,"Yeah.  /{D Well, } what changes do you think are most significant over the past few years?  /Any individual thing -- /",,[]
"  You hear what,  you hear what,   you hear what  he did. ",3971-0,3971-56,,,"[['[ [ You hear what, + you hear what, ] + you hear what ] he did. /', 'qy^d']]",3971-55,1481,"[ [ You hear what, + you hear what, ] + you hear what ] he did. /",,[]
"Sure, yeah,  I understand,  I understand  your point. Yeah.  Uh,  of course,  you know,    with,   uh,  with,   with  Dahlmer now,  uh,   you,  you  realize that  Ohi,   I think its Ohio,  uh,  gets to try him next  and  ",4037-0,4037-60,,,"[['Sure,  /', 'b'], ['yeah,  /', 'b'], ['[ I understand, + I understand ] your point.  /', 'sd'], ['Yeah.  /', '%'], [""{F Uh, } of course, {D you know, } [ [ with, + {F uh, } with, ] + with ] Dahlmer now, {F uh, } [ you, + you ] realize that [ Ohi-, + ] I think it's Ohio, {F uh, } gets to try him next  /"", 'qy^d'], ['{C and } --', 'sd']]",4037-59,1530,"Sure,  /yeah,  /[ I understand, + I understand ] your point.  /Yeah.  /{F Uh, } of course, {D you know, } [ [ with, + {F uh, } with, ] + with ] Dahlmer now, {F uh, } [ you, + you ] realize that [ Ohi-, + ] I think it's Ohio, {F uh, } gets to try him next  /{C and } --",,[]
" Well  the interesting part about it is that, if, realistically it was economic. I dont know if you read any of the history on where the Panama Canal  but  there was an option to build it across Nicaragua,  uh,   and,   uh,    there were,   uh,  theres a big,   theres a big  lake, ",2038-0,2038-12,,,"[['{D Well } the interesting part about it is that, if, realistically it was economic.  /', 'sv'], [""I don't know if you read any of the history on where the Panama Canal  /"", 'qy^d'], ['{C but } there was an option to build it across Nicaragua,  /', 'sd'], [""{F uh, } {C and, } {F uh, } [ [ there were, + {F uh, } there's  a big, ] + there's a big ] lake, /"", 'sd']]",2038-11,1073,"{D Well } the interesting part about it is that, if, realistically it was economic.  /I don't know if you read any of the history on where the Panama Canal  /{C but } there was an option to build it across Nicaragua,  /{F uh, } {C and, } {F uh, } [ [ there were, + {F uh, } there's  a big, ] + there's a big ] lake, /",,[]
